Director,Genre(s)
Scott Speer,"['Dramas', 'Romantic Movies']"
Barry Levinson,"['Comedies', 'Music & Musicals', 'Classic Movies', 'Dramas', 'Sports Movies']"
Tolulope Itegboje,"['Documentaries', 'International Movies']"
Camille Delamarre,"['Action & Adventure', 'International Movies']"
Pascal Atuma,"['Dramas', 'International Movies']"
Oleg Trofim,"['Action & Adventure', 'International Movies']"
Seyi Babatope,"['Dramas', 'International Movies', 'Thrillers', 'Romantic Movies']"
Mahmood Ali-Balogun,"['Dramas', 'International Movies', 'Romantic Movies']"
Jan Holoubek,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
Anurin Nwunembom,"['Dramas', 'International Movies', 'Romantic Movies']"
 Musing Derrick,"['Dramas', 'International Movies']"
Christine Luby,"['International Movies', 'Romantic Movies']"
Udoka Oyeka,"['Comedies', 'International Movies']"
Yeo Siew Hua,"['Dramas', 'International Movies']"
Hardik Mehta,"['Dramas', 'International Movies', 'Comedies', 'Horror Movies', 'Documentaries']"
Rajveer Singh Maan,"['Dramas', 'International Movies', 'Romantic Movies']"
 Harpeet Singh,"['Dramas', 'International Movies', 'Romantic Movies']"
Youssef Chahine,"['Dramas', 'International Movies', 'Classic Movies', 'Independent Movies', 'Action & Adventure', 'Romantic Movies']"
Saw Teong Hin,"['Dramas', 'International Movies']"
 Nik Amir Mustapha,"['Dramas', 'International Movies']"
 M.S. Prem Nath,"['Dramas', 'International Movies']"
Rano Karno,"['Dramas', 'International Movies', 'Music & Musicals']"
Pramod Pawar,"['Comedies', 'Dramas', 'International Movies']"
Naresh Saigal,"['Dramas', 'International Movies']"
Leigh Janiak,"['Horror Movies', 'LGBTQ Movies']"
Vinil Mathew,"['International Movies', 'Romantic Movies', 'Thrillers', 'Comedies', 'Dramas']"
Neri Parenti,"['Comedies', 'International Movies']"
Ramsey Nouah,"['Dramas', 'International Movies', 'Thrillers', 'Horror Movies']"
Bong Joon Ho,"['Action & Adventure', 'Cult Movies', 'International Movies', 'Comedies', 'Dramas']"
Kim Tae-hyung,"['Horror Movies', 'International Movies', 'Thrillers']"
Michael Spierig,"['Horror Movies', 'Sci-Fi & Fantasy']"
 Peter Spierig,"['Horror Movies', 'Sci-Fi & Fantasy']"
Ernie Barbarash,"['Action & Adventure', 'Children & Family Movies', 'Dramas', 'Romantic Movies', 'International Movies']"
Wolfgang Petersen,"['Action & Adventure', 'Dramas', 'Classic Movies']"
Matt Ogens,"['Documentaries', 'Sports Movies']"
Jay Roach,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy', 'Dramas', 'Independent Movies']"
Jay Roach,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy', 'Dramas', 'Independent Movies']"
Jay Roach,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy', 'Dramas', 'Independent Movies']"
Paul Thomas Anderson,"['Dramas', 'Independent Movies', 'Comedies', 'Music & Musicals']"
McG,"['Action & Adventure', 'Comedies', 'Children & Family Movies', 'Thrillers', 'Romantic Movies', 'Horror Movies', 'Independent Movies', 'Sci-Fi & Fantasy', 'Documentaries', 'Movies']"
Frank Marshall,"['Action & Adventure', 'Thrillers']"
Nick Castle,"['Comedies', 'Children & Family Movies']"
Victor Vu,"['Dramas', 'International Movies', 'Romantic Movies']"
Chow Hin Yeung Roy,"['Action & Adventure', 'International Movies']"
Joel Hopkins,"['Comedies', 'Dramas', 'International Movies']"
John Stevenson,"['Children & Family Movies', 'Comedies']"
 Mark Osborne,"['Children & Family Movies', 'Comedies']"
Jennifer Yuh Nelson,"['Children & Family Movies', 'Comedies']"
Greg Berlanti,"['Comedies', 'Dramas', 'Romantic Movies']"
Garth Davis,"['Dramas', 'Faith & Spirituality', 'International Movies']"
Malik Nejer,"['International TV Shows', 'TV Comedies', 'Comedies', 'International Movies']"
Rob Marshall,"['Dramas', 'Romantic Movies', 'Children & Family Movies', 'Music & Musicals']"
Martin Brest,"['Action & Adventure', 'Classic Movies', 'Comedies']"
Shuko Murase,"['Action & Adventure', 'Anime Features', 'International Movies']"
Paul W.S. Anderson,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Horror Movies']"
Garry Marshall,"['Comedies', 'Romantic Movies', 'Dramas']"
Ivan Reitman,"['Comedies', 'Romantic Movies', 'Sci-Fi & Fantasy', 'Classic Movies', 'Cult Movies']"
Joel Gallen,"['Comedies', 'Stand-Up Comedy & Talk Shows', 'TV Comedies']"
Claire McCarthy,"['Dramas', 'Romantic Movies']"
Mary Lambert,['Horror Movies']
Sidharta Tata,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
 Aco Tenriyagelli,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
 Dian Sastrowardoyo,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
 Ifa Isfansyah,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
 Jason Iskandar,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
Trevor Nunn,"['Dramas', 'International Movies']"
Gabriele Muccino,"['Dramas', 'Romantic Movies', 'Comedies', 'Sports Movies']"
Jim Field Smith,"['Comedies', 'Romantic Movies']"
Chris Koch,"['Children & Family Movies', 'Comedies']"
J.J. Abrams,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Rob Minkoff,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy', 'Action & Adventure']"
Lynn Shelton,"['Comedies', 'Dramas', 'Independent Movies', 'Stand-Up Comedy']"
Adam McKay,"['Action & Adventure', 'Comedies', 'Sports Movies']"
Anton Corbijn,"['Dramas', 'Thrillers']"
Robin Bissell,['Dramas']
David Fincher,"['Thrillers', 'Dramas', 'Independent Movies', 'Cult Movies']"
John G. Avildsen,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies', 'Dramas', 'Sports Movies']"
John G. Avildsen,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies', 'Dramas', 'Sports Movies']"
John G. Avildsen,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies', 'Dramas', 'Sports Movies']"
Alan Parker,['Dramas']
Walter Hill,"['Action & Adventure', 'Classic Movies', 'Cult Movies']"
Stephen Frears,"['Dramas', 'International Movies', 'Independent Movies']"
Bryan Bertino,"['Horror Movies', 'Thrillers', 'Independent Movies']"
Phil Alden Robinson,['Action & Adventure']
Florian Henckel von Donnersmarck,"['Action & Adventure', 'Romantic Movies', 'Dramas', 'International Movies', 'Thrillers']"
Len Wiseman,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']"
Måns Mårlind,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
 Björn Stein,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
Patrick Tatopoulos,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']"
Robert O. Peters,"['Dramas', 'International Movies', 'Thrillers', 'Comedies']"
Vincent Ward,"['Dramas', 'Romantic Movies', 'Sci-Fi & Fantasy']"
Gregory Nava,"['Dramas', 'Music & Musicals', 'Romantic Movies']"
Mary Harron,"['Dramas', 'Comedies', 'Cult Movies']"
Matt Thompson,"['Action & Adventure', 'Comedies']"
Jameel Buari,"['Dramas', 'International Movies']"
Shen Leping,"['Anime Series', 'Crime TV Shows', 'International TV Shows']"
Matt Aselton,['Thrillers']
Jose Javier Reyes,"['Comedies', 'Dramas', 'International Movies']"
Jakub Piątek,"['Dramas', 'International Movies', 'Thrillers']"
John Dower,"['British TV Shows', 'Crime TV Shows', 'Docuseries', 'Documentaries']"
B. T Thomas,"['Dramas', 'International Movies']"
Andrew Dominik,['Dramas']
Nibal Arakji,"['Comedies', 'International Movies']"
Sofie Šustková,"['Dramas', 'Independent Movies', 'International Movies']"
Anissa Bonnefont,"['Documentaries', 'International Movies']"
Bahij Hojeij,"['Dramas', 'International Movies']"
Jonathan Hensleigh,"['Action & Adventure', 'Dramas', 'Independent Movies']"
Srijit Mukherji,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
 Vasan Bala,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
 Abhishek Chaubey,"['Dramas', 'Independent Movies', 'International Movies', 'International TV Shows', 'TV Dramas', 'TV Mysteries']"
Justin P. Lange,['Horror Movies']
Kimmy Gatewood,"['Comedies', 'Romantic Movies']"
Tània Balló,"['Documentaries', 'International Movies']"
Manolo Caro,"['Comedies', 'International Movies', 'Music & Musicals', 'Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows', 'Movies']"
Anurin Nwunembom,"['Dramas', 'International Movies', 'Romantic Movies']"
Jayme Monjardim,"['Dramas', 'International Movies']"
Kingsley Ogoro,"['Comedies', 'Dramas', 'International Movies']"
Kingsley Ogoro,"['Comedies', 'Dramas', 'International Movies']"
Cristina Jacob,"['Comedies', 'Dramas', 'International Movies', 'Music & Musicals', 'Romantic Movies']"
Cristina Jacob,"['Comedies', 'Dramas', 'International Movies', 'Music & Musicals', 'Romantic Movies']"
Cristina Jacob,"['Comedies', 'Dramas', 'International Movies', 'Music & Musicals', 'Romantic Movies']"
Fernando Moro,"[""Kids' TV""]"
Ivan Andrew Payawal,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
Yoshiyuki Tomino,"['Action & Adventure', 'Anime Features', 'International Movies', 'Classic Movies']"
 Yoshikazu Yasuhiko,"['Action & Adventure', 'Anime Features', 'International Movies', 'Classic Movies']"
Yoshiyuki Tomino,"['Action & Adventure', 'Anime Features', 'International Movies', 'Classic Movies']"
 Yoshikazu Yasuhiko,"['Action & Adventure', 'Anime Features', 'International Movies', 'Classic Movies']"
Yoshiyuki Tomino,"['Action & Adventure', 'Anime Features', 'International Movies', 'Classic Movies']"
Rob Seidenglanz,"['Crime TV Shows', 'TV Dramas', 'TV Mysteries', 'TV Action & Adventure', 'TV Sci-Fi & Fantasy']"
Simon Frederick,"['British TV Shows', 'Docuseries']"
Michihito Fujii,"['Dramas', 'International Movies']"
Paul Weitz,"['Dramas', 'Comedies', 'International Movies', 'Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']"
Karthik Subbaraj,"['TV Shows', 'Action & Adventure', 'Dramas', 'International Movies', 'Comedies']"
Kayode Kasum,"['Comedies', 'Dramas', 'International Movies', 'Romantic Movies']"
Yoshiyuki Tomino,"['Action & Adventure', 'Anime Features', 'International Movies', 'Classic Movies']"
 Yoshikazu Yasuhiko,"['Action & Adventure', 'Anime Features', 'International Movies', 'Classic Movies']"
Keishi Otomo,"['Action & Adventure', 'International Movies']"
Hsu Fu-chun,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies', 'TV Dramas']"
Lucky Kuswandi,"['Comedies', 'Dramas', 'International Movies', 'Romantic Movies']"
Soudade Kaadan,"['Comedies', 'Dramas', 'Independent Movies', 'International Movies']"
Soudade Kaadan,"['Comedies', 'Dramas', 'Independent Movies', 'International Movies']"
Antoinette Jadaone,"['Dramas', 'Independent Movies', 'International Movies', 'Comedies', 'Romantic Movies']"
Marie Clements,['Dramas']
David O. Russell,"['Comedies', 'Dramas', 'Independent Movies', 'Sports Movies']"
Achille Brice,"['Comedies', 'Dramas', 'International Movies']"
Max Jabs,"['Documentaries', 'International Movies', 'Sports Movies']"
Sarawut Wichiensarn,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
Ricardo de Montreuil,"['Dramas', 'Independent Movies']"
Peter Chelsom,"['Dramas', 'International Movies', 'Thrillers', 'Action & Adventure', 'Romantic Movies', 'Sci-Fi & Fantasy']"
Michael Lockshin,"['Action & Adventure', 'Dramas', 'International Movies']"
Francine Parker,['Documentaries']
Daniel Schechter,"['Comedies', 'Independent Movies']"
Mike Gunther,['Action & Adventure']
David Zeiger,['Documentaries']
Michael Simon,"['Reality TV', 'Stand-Up Comedy']"
Jerry Rothwell,"['Documentaries', 'International Movies']"
Joe Berlinger,"['TV Shows', 'Crime TV Shows', 'Docuseries', 'Dramas', 'Independent Movies', 'Documentaries']"
 Bruce Sinofsky,['TV Shows']
Ian Cheney,['Documentaries']
 Sharon Shattuck,['Documentaries']
Bradley Parker,"['Horror Movies', 'Thrillers']"
Prabhakaran,"['Comedies', 'Dramas', 'International Movies']"
Manjari Makijany,"['Children & Family Movies', 'Dramas', 'International Movies']"
Jay Oliva,"['Anime Series', 'Crime TV Shows', 'TV Horror']"
Chris Appelhans,"['Children & Family Movies', 'Comedies']"
Michael Tiddes,"['Comedies', 'Horror Movies', 'Romantic Movies']"
Lara Saba,"['Dramas', 'International Movies']"
Bao Nhan,"['Dramas', 'International Movies']"
 Namcito,"['Dramas', 'International Movies']"
Mark Raso,"['Dramas', 'Independent Movies', 'Romantic Movies', 'Thrillers', 'Comedies']"
Tariq Alkazim,"['International Movies', 'Thrillers']"
Mark Raso,"['Dramas', 'Independent Movies', 'Romantic Movies', 'Thrillers', 'Comedies']"
Kenneth Gyang,"['Dramas', 'International Movies', 'Comedies']"
Yulene Olaizola,"['Dramas', 'Independent Movies', 'International Movies']"
Mark Waters,"['Comedies', 'Romantic Movies', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Children & Family Movies']"
Matthew Heineman,"['Dramas', 'Independent Movies']"
Robert Peters,"['Dramas', 'International Movies', 'Romantic Movies']"
Jonathan Clay,['Documentaries']
Ally Pankiw,"['Romantic TV Shows', 'TV Comedies', 'TV Dramas']"
George Ford,['Movies']
George Ford,['Movies']
Lee Kae-byeok,"['Comedies', 'International Movies', 'Romantic Movies']"
Jayan Moodley,"['Comedies', 'International Movies', 'Romantic Movies', 'Dramas']"
Daniel Benmayor,"['Action & Adventure', 'International Movies']"
Alex Díaz,['Stand-Up Comedy']
Helena Bergström,"['Comedies', 'Dramas', 'International Movies']"
Alejandro De Grazia,"['Documentaries', 'International Movies']"
 Juan Stadler,"['Documentaries', 'International Movies']"
Myriam Fares,"['Documentaries', 'International Movies', 'Music & Musicals']"
Chiaki Kon,['TV Shows']
Rae Red,"['Dramas', 'International Movies', 'Thrillers']"
Lance Hool,"['Dramas', 'Faith & Spirituality', 'Romantic Movies']"
Nicole Conn,"['Dramas', 'Independent Movies', 'LGBTQ Movies']"
Les Mayfield,"['Action & Adventure', 'Comedies']"
Ellen Seidler,"['Comedies', 'Independent Movies', 'LGBTQ Movies']"
 Megan Siler,"['Comedies', 'Independent Movies', 'LGBTQ Movies']"
Roger Christian,"['Action & Adventure', 'Cult Movies', 'Sci-Fi & Fantasy']"
Peter Galison,['Documentaries']
Lance Young,"['Dramas', 'Romantic Movies']"
Leandro Neri,"['Comedies', 'International Movies', 'Music & Musicals']"
Thom Fitzgerald,"['Comedies', 'Dramas', 'Independent Movies']"
Don Michael Paul,"['Action & Adventure', 'Dramas', 'Horror Movies', 'Comedies', 'Sci-Fi & Fantasy']"
Andrzej Bartkowiak,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']"
Harold Becker,['Thrillers']
Andrew Jenks,['Documentaries']
Ric Roman Waugh,"['Action & Adventure', 'Dramas', 'Thrillers']"
Rob Reiner,"['Comedies', 'Dramas', 'Romantic Movies']"
Andy Tennant,"['Comedies', 'Romantic Movies', 'Children & Family Movies', 'Action & Adventure']"
Tade Ogidan,"['Comedies', 'Dramas', 'International Movies']"
Scott Spiegel,"['Cult Movies', 'Horror Movies']"
Jessie Nelson,['Dramas']
Theodore Witcher,"['Comedies', 'Dramas', 'Independent Movies']"
Clint Eastwood,"['Action & Adventure', 'Dramas', 'Sci-Fi & Fantasy', 'Sports Movies', 'Classic Movies', 'Thrillers', 'Music & Musicals']"
Aurora Guerrero,"['Dramas', 'Independent Movies', 'LGBTQ Movies']"
Michael Jai White,"['Action & Adventure', 'Dramas', 'Sports Movies']"
James McTeigue,"['Action & Adventure', 'Dramas', 'Sci-Fi & Fantasy']"
Takuya Igarashi,"['Anime Series', 'Romantic TV Shows', 'Teen TV Shows']"
Michelle MacLaren,"['Horror Movies', 'Thrillers']"
Hidenori Inoue,"['Action & Adventure', 'Dramas', 'International Movies']"
Hidenori Inoue,"['Action & Adventure', 'Dramas', 'International Movies']"
Don Michael Paul,"['Action & Adventure', 'Dramas', 'Horror Movies', 'Comedies', 'Sci-Fi & Fantasy']"
Todd Phillips,"['Action & Adventure', 'Comedies', 'Dramas']"
Walter Hill,"['Action & Adventure', 'Classic Movies', 'Cult Movies']"
Steve Ball,['Children & Family Movies']
Dominic Sena,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Alan Alda,"['Comedies', 'Romantic Movies']"
Mika Kaurismäki,"['Dramas', 'International Movies', 'LGBTQ Movies']"
Sydney Pollack,['Thrillers']
Lorene Scafaria,"['Comedies', 'Dramas', 'Independent Movies']"
Barbra Streisand,"['Comedies', 'Dramas', 'Romantic Movies', 'Music & Musicals']"
Clint Eastwood,"['Action & Adventure', 'Dramas', 'Sci-Fi & Fantasy', 'Sports Movies', 'Classic Movies', 'Thrillers', 'Music & Musicals']"
Michael Winterbottom,"['Dramas', 'Romantic Movies', 'Thrillers', 'Comedies']"
Emma Tammi,['Horror Movies']
Peter Hutchings,"['Comedies', 'Dramas', 'Independent Movies']"
George Ratliff,['Thrillers']
Bo Burnham,"['Stand-Up Comedy', 'Music & Musicals']"
Ekene Som Mekwunye,"['Comedies', 'International Movies', 'Dramas']"
David Frankel,['Dramas']
Kevin Johnson,"['Children & Family Movies', 'Comedies']"
José Larraza,"['Docuseries', 'International TV Shows', 'Spanish-Language TV Shows']"
 Marc Pons,"['Docuseries', 'International TV Shows', 'Spanish-Language TV Shows']"
Gary Sing,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']"
Julio Quintana,"['Children & Family Movies', 'Dramas', 'Faith & Spirituality']"
Paween Purijitpanya,"['Horror Movies', 'International Movies', 'Thrillers']"
Pablo Faro,['Stand-Up Comedy']
Soudade Kaadan,"['Comedies', 'Dramas', 'Independent Movies', 'International Movies']"
Letizia Lamartire,"['Dramas', 'International Movies', 'Sports Movies']"
Ray Jiang,"['Action & Adventure', 'Dramas', 'International Movies']"
Daniel Vernon,"['Documentaries', 'International Movies']"
Steve Gukas,"['Dramas', 'International Movies', 'Thrillers']"
Tim Johnson,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']"
Vishwesh Krishnamoorthy,"['Dramas', 'International Movies', 'Music & Musicals']"
Zack Snyder,"['Action & Adventure', 'Horror Movies', 'Children & Family Movies']"
Uduak-Obong Patrick,"['Dramas', 'International Movies']"
Mohamed Diab,"['Dramas', 'Independent Movies', 'International Movies']"
Amr Salama,"['Dramas', 'International Movies']"
Christopher Amos,"['Documentaries', 'International Movies', 'LGBTQ Movies']"
Prakash Satam,"['Children & Family Movies', 'Comedies']"
Robert Rodriguez,"['Children & Family Movies', 'Comedies', 'Action & Adventure']"
Milan Luthria,"['Dramas', 'International Movies', 'Music & Musicals', 'Comedies', 'Thrillers', 'Action & Adventure']"
David Ayer,"['Action & Adventure', 'Dramas', 'Sci-Fi & Fantasy', 'TV Shows']"
Eshom Nelms,['Thrillers']
 Ian Nelms,['Thrillers']
