Directors,Count
Joan Grossman,1
 Paul Rosdy,1
Robert Marcarelli,1
Michael K. La Chiana,1
Phil Stein,1
Nathan Juran,1
Arisil Moorthy,1
Ameer,1
Ivy Ho,1
Giles Alderson,1
Sonia Nassery Cole,1
Will Bigham,1
Richard Roxburgh,1
Juan Piquer Simon,1
Dennis Dortch,1
Kar Lok Chin,1
Robert Quinn,1
Ka-Wai Kam,1
Matt Tauber,1
Ian Iqbal Rashid,1
Christoph Würzburger,1
Russ Parr,1
Damon Santostefano,1
Andrew Loveday,1
Banner venu films,1
Tony Jaa,2
 Panna Rittikrai,2
Prachya Pinkaew,1
Fei Xing,1
Dan Stone,1
Joseph Losey,1
Dzhanik Fayziev,1
Stephen Metcalfe,1
Jim Hemphill,1
Sesh Karthikeya,1
D. James Newton,1
 Takashi Hirajô,1
Wych Kaosayananda,1
Ashley Wilson,1
Malcolm Clarke,1
Rachel Tucker,1
 Nick Lawrence,1
Shailendra Singh,1
K. S. Ravikumar,2
Iqbal Durrani,1
Giulio Petroni,1
Robert Greenwald,3
Durga P S,1
Gandhi Manivasagam,1
Tyler Savage,1
Kenya Moore,1
George Montgomery,1
Barbara Wong,1
Suresh Krishna,1
St. Joseph Nwanze,1
Michael Schroeder,1
Matt Hartley,1
David Burton Morris,1
Richard J. Perry,1
James Lemmo,1
Tatsuya Ishihara,1
Charles Robert Carner,1
Pablo Ferro,1
Anand Menon,1
D.J. Viola,19
 Bert I. Gordon,1
 Milton Moses Ginsberg,1
 Roger Corman,2
 Francis Ford Coppola,1
 Alan Gibson,1
 George P. Breakston,1
 Ray Kellogg,2
Knox Hughes,1
 Joseph Green,1
 Tom Graeff,1
 Stephen Chiodo,1
 Nicholas Webster,1
 George A. Romero,1
 Harold P. Warren,1
Jim Kunz,1
 Mel Welles,1
 Del Tenney,1
 Vittorio Cottafavi,1
 Arch Hall Sr.,1
 S.F. Brownrigg,1
 Monte Hellman,1
 Bernard L. Kowalski,1
William A Graham,1
Chris Carson Emmons,1
Catalina Molina,1
Mark Benjamin,1
 Marc Levin,1
Zaza Urushadze,1
Neil Diamond,1
Antoneta Kastrati,1
Eva Spreitzhofer,1
Paul Barbeau,1
Tasha Hubbard,1
Zoe Jones,1
Andrew Damon Henriques,1
Jang Chang-won,1
Valerio Zanoli,1
Stefano Vanzina,1
Kris Kertenian,1
Boyapati Srinu,1
Brian Connors,1
Florenc Papas,1
Marquise Lepage,1
Joanna Bowzer,1
 Tim Gagliardo,1
 Barry Pollack,1
 Tim Russ,1
 Shae-Lee Shakleford,1
Ryan Silva,1
Sarah Harper,1
Aaron Stephenson,1
Bobby Lacer,1
Christine Welsh,1
Eddie Izzard,1
Randy Kent,1
Arvi,1
Nizam Razak,1
Shaina Feinberg,1
Brian Farmer,1
Stuart Paul,1
Lewis Leslie,1
Ben DeJesus,1
Collin Schiffli,1
Andreas Goldstein,1
 Jakobine Motz,1
Carl Gurevich,1
Ruben Preuss,1
Evan Meszaros,1
Nigina Sayfullaeva,1
Shakti Chidambaram,1
K. Selva Bharathy,1
Devon Bray,1
John Beuchler,1
Jules Dassin,1
Gene Reynolds,1
Matthijs van Heijningen,1
Brandon Bergin,1
Alan Yuen,1
Ameir White,1
Anthony Melton,1
 Ben Franklin,1
Fruit Chan,1
John Pozer,1
Bradley Battersby,1
Leste Chan,1
Wolfgang Murnberger,1
John Stainton,1
Jacques Tourneur,1
Ed Hunt,1
Winston Azzopardi,1
Victoria Wood,1
Dean Tucker,1
Hayley MacFarlane,1
Martina Saková,1
Paul Maslansky,1
Will MacKenzie,1
Giovanni Grimaldi,1
Jeff Lieberman,1
Michael A. Simpson,1
Guido Brignone,1
Gordon Hessler,1
Michael Winner,1
Sheng Ding,1
John Eng,1
 Ralph Hemecker,1
Marcus Lenz,1
Branden Kramer,1
  Ethan Coen,1
Adam Larson Broder,1
 Tony R. Abrams,1
Brian Targett,1
Jacques Kluger,1
Philip Koch,1
Nitish Bhardwaj,1
Kapil Batra,1
Masaya Kato,1
Jeffrey Brown,1
Eugene Levy,1
Robert Mickelson,1
Christopher Auchter,1
Dezso Magyar,1
Adam Gierasch,1
Emmett Alston,1
Libor Adam,1
 Hana Hendrychová,1
Julie Cohen,1
 Betsy West,1
Horacio Alcalá,1
Marina Andree Škop,1
 Dražen Žarković,1
Don McBrearty,1
Robin Bextor,2
Jack Beranek,1
Esteban Diaz Baena,1
Ramana Madhesh,1
Sakthi,1
Jonathan Kaplan,1
John McTiernan,5
Jan De Bont,1
Jan de Bont,1
Mario Ramos,1
lionsgate,1
Paul Tickell,1
Mahadev,1
Mrinal Sen,2
Tina Adams,1
Ate De Jong,1
Subrata Sen,1
Laurence Olivier,1
Peter Kondra,1
 Mikael Schallock,1
Aleksandr Sery,1
Eric Parkinson,1
 Matt Reeves,1
 Oley Sassone,1
Joe Newman,1
John Rawlins,1
DREA COOPER,1
 ZACKARY CANEPARI,1
Klaus Menzel,1
DANIEL IMASUEN,1
Wilhelm Liebenberg,1
 Federico Sanchez,1
Peter Andrikidis,1
Alfredo Ureta,1
John Gordillo,1
Tony Gilroy,1
Allan A. Goldstein,1
Pete Jacelone,1
Doug McKeon,1
CAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI,1
Rummy Jafry,1
Mick Jackson,1
Carl Gottlieb,1
Christopher Hampton,1
George Roy Hill,3
Tyler Milliron,1
Ian Olds,1
Warren Beatty,1
Mario Caiano,1
Gregor Nicholas,1
Le Var Burton,1
William Crain,1
Yi'nan Diao,1
Maritte Lee Go,1
Rajdutt,1
Patrick Kelly,1
Anjan Das,1
Charles Grosvenor,1
 Paul Sabella,2
 Toby Bluth,1
Dong-hoon Choi,1
Gary Selvaggio,1
Scott Marshall,1
A. P. Nagarajan,1
Gianfranco Parolini,1
Alec MacLeod,1
Lisa Gottlieb,1
Matthias Mayr,1
Yogesh Deshpande,1
Steven Berryessa,1
Joel David Moore,1
Rob Meltzer,1
Steno,1
Emily Lou,1
Carlo Mazzacurati,1
Kenneth Okinkwo Okwy,2
Stuart Acher,1
Michael Schoemann,1
Camillo Mastrocinque,3
Raffaello Matarazzo,1
Claudio Noce,1
James Hunter,1
Sophia Rivera,1
Emmanuel Mageme,1
Dean Hamilton,1
Kristina Wagenbauer,1
Vasanth Nagarajan,1
Katsuhiko Nishijima,1
 Yuuji Moriyama,1
B.R. Chopra,1
Alyssa Rallo Bennett,3
 Tyler Walker,1
Rupert Hitzig,1
Dara Singh,1
Ganeshaa,1
Joshy Thomas Pallickal,1
Abhilash Reddy,1
Randy Van Dyke,1
Mila Aung-Thwin,1
 Van Royko,1
V. Gowthaman,1
Claude Guilmain,1
David Steinmetz,1
Sekhar Suri,1
Sergio Corbucci,1
Hans Albin,1
John David Coles,1
Sandra L. Martin,1
John Geddes,1
Andrew Mondshein,1
Damon Jamal,1
Steve Conway,1
 Ulisses Mattos,1
Daniel F. Holmes,1
Vallo Toomla,1
Norman Lear,1
Reinhold Bilgeri,1
Ian Toynton,1
Todd Graff,1
Brandon Slagle,1
Luca Boni,1
 Marco Ristori,1
Thomas J. Wright,1
Ari Novak,1
Avani Dias,1
Ryan Kwanten,1
 Sara Canning,1
Mel Gibson,1
Mirtha Vega,1
Mauricio Eça,2
Dan Garcia,1
Dick Sebast,1
Rachakonda Vidyasagar,1
Davis Doi,1
Jean Beaudin,1
Julian Karikalan,1
Arthur Mulholland,1
Johnny Bones,1
 Tony Baez Milan,1
 Aaron J. Shelton,1
 Robert Tinnell,1
 Anthony Vingas,1
Anastasia Pappas,1
Joseph Vittorie,1
Chuck Staley,1
 Rowby Goren,1
Valeri Milev,1
Michele Placido,1
Chino Moya,1
John David Moffat IV,1
Annabel Jankel,1
Christian Rousseau,1
Matthew B.C.,1
Keith Strausbaugh,1
 Anthony Guidubaldi,1
Joseph Dougherty,1
Claudio Fäh,1
Carlos Dunn,1
Gianni Siragusa,1
B.J. Rayniak,1
Tony H. Cadwell,1
David Hayter,1
Michael Landon,1
Amir Lashkari,1
Elmo Williams,1
Robert Hutton,1
 Magnolia,1
David Nordquist,1
Mauro John Capece,1
Mike Costanza,1
David Hinds,1
Jenica Bergere,1
Daniel Watkins,1
Ian MacAllister McDonald,1
Shane Grant,1
John Riggins,1
Dale Hildebrand,1
Francis Megahy,1
Abhijeet Warang,1
Ramesh Kadumula,1
Goran Dukic,1
Jim Whiteaker,1
Douglas McGarth,1
Zeina Durra,1
Balaraju M,1
Chukwuma Emma-Ogbangwo,1
Candy Cain,1
Kumar Dutt,1
Will Young,1
Dean Kamitsis,1
 Michael Whitfield,1
Alberto Gatto,1
Tati Vogt,1
Charles Saunders,1
Lionello De Felice,1
 Irving Rapper,1
Srikanth Nahatha,1
Andrew Jarecki,1
Griffin Loch,1
Jean-Francois Laguionie,1
Dan Napoli,1
Kôji Shima,1
Jagger Gravning,1
Franco Steffanino,1
Alanis Obomsawin,1
Joon-ho Bong,1
Randal Plunkett,1
Wanly Florexile,1
Joe Leone,1
Kentucker Audley,1
Anne Troake,1
Vittorio Cottafavi,1
Mario Parruccini,1
Robert J. Samuels,1
 James Lew,1
Kikuo Kawasaki,1
Corey Lee,1
Nick Leisure,1
Michel Poulette,1
James Kondelik,1
 Jon Kondelik,1
Michael Thoenes,1
 Andrea Thoenes,1
Nico Wilcox Cano,1
Amaremdar,1
Ballem Venumadhav,1
Todd Verow,1
Sunil Reddy,1
Arun Karnataki,1
David Moragas,1
William Boyd,1
HYBRID LLC,1
Nikhil Mahajan,1
Cody Knotts,1
Hriday Shetty,1
Matthew Bourne,1
Rodrigo Aragão,1
Emelie Lindblom,1
Ryan Zaragoza,1
Eytan Rockaway,1
Michael D. Ratner,1
Felipe Rodrigo Borba,1
Chris Conlee,1
Marcus Lee,1
Hartbreak Films,1
Richard Groen,1
Tommy Frazier,1
Michael Shelton,1
Steven Quale,1
20th Century Fox,1
Alex Meader,1
Joseph Giannini,1
Nick Laughland,1
Gabriel Mariño,1
 Aaron Seltzer,2
Nikolai Lebedev,1
Juan Antonio Chavero Briones,1
Mathieu Ratthe,1
Omegia Keeys,1
Camillo Bazzoni,1
Anthony Page,1
John Uche,1
Terry Winkless,1
Amanda Sonnenschein,1
 Michael Bloom,1
 Grannell Knox,1
20th_century_fox,2
Zorba Grashin,1
Philip Gunn,1
Patrick McConnell,1
Ville Jankeri,1
Mohammed Iansana,1
Sabarinathan Muthupandian,1
Bharath Kumar Pathipati,1
 Raja Lakkapragada,1
Rawindra Pulle,1
Casey Walker,1
Ty Hodges,1
Esther Abah,1
Sonny Atkins,1
 P.H. Bergeron,1
 Brian Hamilton,1
 Matt Purdy,1
 Dan Slater,1
Max Coronel,1
Jim Sharman,1
Peter Cattaneo,1
Marleen Gorris,1
Michelle Wong,1
Kishore Tummala,2
 Aaron Setzer,1
Jonathan Dayton,1
 Valerie Faris,1
Pepsy Romanoff,1
Olaf Ittenbach,1
Vamshi P,1
Kristi Jacobson,1
 Lori Silverbush,1
John-Paul Davidson,1
 Stephen Warbeck,1
Emily Skye,1
